Species,Population,Year,Altitude
S,0,2054,1825
S,0,2054,1875
S,0,2054,1925
S,0,2054,1975
S,0,2055,225
S,1,2055,275
S,188,2055,325
S,58,2055,375
S,44,2055,425
S,725,2055,475
S,4717,2055,525
S,1659,2055,575
S,1799,2055,625
S,48,2055,675
S,47,2055,725
S,278,2055,775
S,242,2055,825
S,18,2055,875
S,534,2055,925
S,512,2055,975
S,31,2055,1025
S,60,2055,1075
S,19,2055,1125
S,158,2055,1175
S,47,2055,1225
S,7,2055,1275
S,2,2055,1325
S,0,2055,1375
S,0,2055,1425
S,67,2055,1475
S,50,2055,1525
S,0,2055,1575
S,0,2055,1625
S,0,2055,1675
S,0,2055,1725
S,0,2055,1775
S,0,2055,1825
S,0,2055,1875
S,0,2055,1925
S,0,2055,1975
S,0,2056,225
S,1,2056,275
S,184,2056,325
S,56,2056,375
S,40,2056,425
S,739,2056,475
S,4703,2056,525
S,1627,2056,575
S,1800,2056,625
S,49,2056,675
S,45,2056,725
S,270,2056,775
S,229,2056,825
S,19,2056,875
S,544,2056,925
S,510,2056,975
S,31,2056,1025
S,55,2056,1075
S,20,2056,1125
S,164,2056,1175
S,52,2056,1225
S,6,2056,1275
S,2,2056,1325
S,0,2056,1375
S,0,2056,1425
S,73,2056,1475
S,50,2056,1525
S,0,2056,1575
S,0,2056,1625
S,0,2056,1675
S,0,2056,1725
S,0,2056,1775
S,0,2056,1825
S,0,2056,1875
S,0,2056,1925
S,0,2056,1975
S,0,2057,225
S,1,2057,275
S,190,2057,325
S,57,2057,375
S,41,2057,425
S,715,2057,475
S,4726,2057,525
S,1611,2057,575
S,1811,2057,625
S,54,2057,675
S,45,2057,725
S,277,2057,775
S,242,2057,825
S,20,2057,875
S,557,2057,925
S,511,2057,975
S,28,2057,1025
S,55,2057,1075
S,19,2057,1125
S,171,2057,1175
S,52,2057,1225
S,6,2057,1275
S,1,2057,1325
S,0,2057,1375
S,0,2057,1425
S,70,2057,1475
S,50,2057,1525
S,0,2057,1575
S,0,2057,1625
S,0,2057,1675
S,0,2057,1725
S,0,2057,1775
S,0,2057,1825
S,0,2057,1875
S,0,2057,1925
S,0,2057,1975
S,0,2058,225
S,1,2058,275
S,185,2058,325
S,53,2058,375
S,33,2058,425
S,706,2058,475
S,4738,2058,525
S,1616,2058,575
S,1800,2058,625
S,53,2058,675
S,40,2058,725
S,273,2058,775
S,252,2058,825
S,19,2058,875
S,564,2058,925
S,498,2058,975
S,26,2058,1025
S,53,2058,1075
S,20,2058,1125
S,189,2058,1175
S,49,2058,1225
S,6,2058,1275
S,0,2058,1325
S,0,2058,1375
S,0,2058,1425
S,74,2058,1475
S,48,2058,1525
S,0,2058,1575
S,0,2058,1625
S,0,2058,1675
S,0,2058,1725
S,0,2058,1775
S,0,2058,1825
S,0,2058,1875
S,0,2058,1925
S,0,2058,1975
S,0,2059,225
S,1,2059,275
S,181,2059,325
S,51,2059,375
S,32,2059,425
S,711,2059,475
S,4728,2059,525
S,1625,2059,575
S,1785,2059,625
S,53,2059,675
S,42,2059,725
S,285,2059,775
S,245,2059,825
S,18,2059,875
S,545,2059,925
S,498,2059,975
S,25,2059,1025
S,48,2059,1075
S,19,2059,1125
S,180,2059,1175
S,45,2059,1225
S,6,2059,1275
S,2,2059,1325
S,0,2059,1375
S,0,2059,1425
S,74,2059,1475
S,52,2059,1525
S,0,2059,1575
S,0,2059,1625
S,0,2059,1675
S,0,2059,1725
S,0,2059,1775
S,0,2059,1825
S,0,2059,1875
S,0,2059,1925
S,0,2059,1975
S,0,2060,225
S,1,2060,275
S,187,2060,325
S,42,2060,375
S,31,2060,425
S,737,2060,475
S,4783,2060,525
S,1623,2060,575
S,1812,2060,625
S,50,2060,675
S,43,2060,725
S,268,2060,775
S,224,2060,825
S,14,2060,875
S,545,2060,925
S,489,2060,975
S,24,2060,1025
S,46,2060,1075
S,22,2060,1125
S,176,2060,1175
S,46,2060,1225
S,5,2060,1275
S,3,2060,1325
S,0,2060,1375
S,0,2060,1425
S,76,2060,1475
