S_148kg,S_750kg,S_1250kg,Su_260kg,Su_473kg,N_0p0014137kg,N_0p567kg,N_6kg,N_148kg,N_260kg,N_473kg,N_750kg,N_1250kg,Sns,B,TimeStep
5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,162
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,162
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,162
529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,162
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,163
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
0,0,662,0,0,0,0,0,0,0,0,0,0,1,0,163
0,0,554,0,0,0,1,0,1,0,0,0,0,1,0,163
0,701,0,5,0,0,1,1,1,0,0,0,0,0,0,163
0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,163
0,0,0,5,1,0,0,0,0,0,0,0,0,7,1,163
78,0,0,13,2,0,0,0,0,1,0,0,0,30,2,163
540,157,55,15,2,0,1,0,0,0,1,0,0,29,0,163
196,319,105,3,2,0,0,1,0,0,0,0,0,9,1,163
72,0,0,6,0,0,0,1,2,0,0,0,0,7,0,163
220,132,27,2,5,0,0,1,0,0,0,0,0,0,1,163
10,72,0,0,1,0,0,0,0,0,0,0,0,0,0,163
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,163
42,140,0,0,0,0,0,2,2,0,0,0,0,1,1,163
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,163
0,0,0,0,2,0,0,4,1,0,0,0,0,0,1,163
0,0,0,0,3,0,2,6,4,0,0,0,0,0,1,163
0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,163
75,0,0,0,1,0,0,4,0,0,0,0,0,0,0,163
0,0,0,1,0,0,0,10,2,0,0,0,0,0,0,163
0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,163
0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,163
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,163
25,0,0,0,0,0,0,2,0,0,0,0,0,0,0,163
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,163
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,163
527,0,0,0,0,0,0,2,0,0,0,0,0,0,0,163
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
444,0,0,1,0,0,0,1,0,0,0,0,0,0,0,163
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,164
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,164
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,164
0,0,661,0,0,0,0,0,0,0,0,0,0,2,0,164
0,0,562,0,0,0,0,0,0,0,0,0,0,1,0,164
0,716,0,1,0,0,0,0,0,0,0,0,0,4,1,164
0,0,0,3,0,0,0,0,0,0,0,0,0,7,2,164
0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,164
76,0,0,6,2,0,0,2,1,0,0,0,0,15,3,164
540,157,56,12,2,0,1,0,1,0,0,0,0,30,2,164
197,313,100,7,1,0,0,1,0,0,0,0,0,7,3,164
74,0,0,5,1,0,0,0,1,0,0,0,0,13,0,164
223,128,29,2,3,0,0,2,1,0,0,0,0,0,0,164
4,73,0,2,2,0,0,0,1,0,0,0,0,0,0,164
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,164
47,154,0,3,0,0,0,0,1,0,0,0,0,0,0,164
0,0,0,1,2,0,1,3,2,0,0,0,0,0,0,164
0,0,0,0,1,0,0,7,6,0,0,0,0,0,0,164
0,0,0,1,4,0,0,8,4,0,0,0,0,0,0,164
0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,164
76,0,0,0,0,0,0,4,1,0,0,0,0,0,2,164
0,0,0,0,0,0,0,9,1,0,0,0,0,0,1,164
0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,164
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164
0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,164
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164
0,0,0,0,3,0,0,1,1,0,0,0,0,1,0,164
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164
522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,164
444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,164
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,165
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,165
0,0,664,0,0,0,0,0,0,0,0,0,0,2,0,165
0,0,555,0,0,0,0,0,0,0,0,0,0,0,1,165
0,712,0,2,0,0,0,0,0,0,0,0,0,0,0,165
0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,165
0,0,0,2,1,0,0,0,0,1,0,0,0,13,1,165
80,0,0,9,2,0,0,0,1,1,0,0,0,14,4,165
547,162,53,12,1,0,0,0,1,0,0,0,0,36,3,165
199,316,107,9,0,0,0,2,0,0,0,0,0,8,2,165
67,0,0,8,0,0,0,4,0,0,0,0,0,5,1,165
212,128,29,5,3,0,0,1,1,0,0,0,0,0,0,165
6,71,0,0,1,0,0,0,0,0,0,0,0,1,0,165
0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,165
47,144,0,1,2,0,0,1,0,0,0,0,0,1,0,165
0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,165
0,0,0,0,2,0,0,6,4,0,0,0,0,1,1,165
0,0,0,0,4,0,0,5,3,0,0,0,0,0,0,165
0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,165
74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,165
0,0,0,1,0,0,0,4,1,0,0,0,0,0,1,165
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,165
0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,165
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165
34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,165
7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,165
0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,165
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165
526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165
443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,166
0,0,666,0,0,0,1,0,0,0,0,0,0,2,0,166
0,0,562,0,0,0,0,0,1,0,0,0,0,4,1,166
0,705,0,1,2,0,0,1,0,0,0,0,0,4,0,166
0,0,0,2,0,0,0,0,1,1,0,0,0,6,0,166
0,0,0,4,0,0,1,0,0,0,0,0,0,8,2,166
83,0,0,8,6,0,0,0,0,0,0,0,0,17,1,166
548,161,53,14,3,0,0,0,1,0,0,0,0,31,4,166
201,320,110,9,0,0,1,0,0,0,0,0,0,6,1,166
83,0,0,4,0,0,1,0,2,0,0,0,0,8,1,166
208,129,32,2,4,0,0,2,0,0,0,0,0,0,0,166
6,71,0,0,3,0,0,0,1,0,0,0,0,0,0,166
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
42,141,0,0,0,0,0,1,1,0,0,0,0,0,0,166
0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,166
0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,166
0,0,0,0,3,0,1,7,7,0,0,0,0,0,0,166
0,0,0,0,1,0,2,3,2,0,0,0,0,0,2,166
73,0,0,0,0,0,0,3,0,0,0,0,0,0,0,166
0,0,0,1,0,0,1,3,2,0,0,0,0,0,0,166
0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,166
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,166
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,166
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,167
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
0,0,662,0,0,0,1,0,1,0,0,0,0,0,0,167
0,0,557,2,0,0,0,0,0,0,0,0,0,1,1,167
0,705,0,1,0,0,1,0,0,0,0,0,0,1,1,167
0,0,0,2,1,0,0,0,0,0,0,0,0,11,2,167
0,0,0,2,0,0,1,1,0,0,0,0,0,18,3,167
80,0,0,6,3,0,0,0,0,0,0,0,0,20,1,167
553,161,58,15,5,0,0,0,2,0,0,0,0,38,1,167
195,321,105,5,1,0,0,1,0,0,0,0,0,3,0,167
76,0,0,3,1,0,1,2,3,0,0,0,0,5,0,167
208,132,22,4,1,0,0,0,1,0,0,0,0,4,1,167
4,73,0,1,2,0,0,1,0,0,0,0,0,0,1,167
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167
41,143,0,0,2,0,0,1,0,0,0,0,0,1,0,167
0,0,0,1,0,0,0,2,3,0,0,0,0,1,0,167
0,0,0,1,1,0,0,3,1,1,0,0,0,0,0,167
0,0,0,0,1,0,1,8,7,0,0,0,0,0,2,167
0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,167
76,0,0,0,1,0,0,1,1,0,0,0,0,0,0,167
0,0,0,2,0,0,0,7,3,0,0,0,0,0,0,167
0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,167
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,167
26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,167
8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,167
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,167
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,167
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168
0,0,660,0,0,0,0,0,0,0,0,0,0,2,0,168
0,0,560,1,0,0,1,1,0,0,0,0,0,3,0,168
0,707,0,0,2,0,1,0,0,0,0,0,0,3,1,168
0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,168
0,0,0,3,1,0,0,1,0,0,0,0,0,5,1,168
78,0,0,12,4,0,0,1,0,0,0,0,0,24,1,168
548,155,57,19,2,0,0,0,1,0,0,0,0,33,2,168
193,303,108,2,0,0,0,0,0,0,0,0,0,7,0,168
81,0,0,4,1,0,0,1,1,0,0,0,0,6,1,168
208,129,33,1,4,0,0,1,1,0,0,0,0,1,0,168
5,72,0,0,5,0,0,0,0,0,0,0,0,0,1,168
0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,168
47,145,0,1,3,0,0,0,1,0,0,0,0,1,0,168
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,168
0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,168
0,0,0,1,4,0,2,7,1,0,0,0,0,0,0,168
0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,168
74,0,0,0,0,0,1,7,3,0,0,0,0,0,0,168
0,0,0,2,0,0,0,6,1,0,0,0,0,0,0,168
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,168
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,168
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,168
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,168
21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,168
8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,168
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,168
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168
521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168
438,0,0,0,0,0,0,1,0,0,0,0,0,0,0,168
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168
98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,168
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,169
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
0,0,666,0,0,0,0,0,0,0,0,0,0,0,0,169
0,0,557,1,0,0,0,0,0,0,0,0,0,1,0,169
0,708,0,2,2,0,0,0,0,0,0,0,0,2,1,169
0,0,0,2,1,0,0,0,1,1,0,0,0,5,1,169
0,0,0,2,0,0,0,1,0,0,0,0,0,6,0,169
78,0,0,9,1,0,0,1,2,0,0,0,0,25,3,169
552,159,58,12,3,0,0,0,2,0,0,0,0,36,1,169
191,309,116,5,1,0,0,2,0,0,0,0,0,6,1,169
74,0,0,4,0,0,0,0,0,0,0,0,0,7,0,169
217,129,27,2,4,0,0,2,0,0,0,0,0,0,0,169
7,72,0,3,2,0,1,0,1,0,0,0,0,0,0,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
47,148,0,0,0,0,0,1,1,0,0,0,0,0,0,169
0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,169
0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,169
0,0,0,1,3,0,0,4,6,0,0,0,0,0,0,169
0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,169
74,0,0,0,0,0,0,0,2,0,0,0,0,0,0,169
0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,169
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,169
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
32,0,0,0,0,0,0,1,0,0,0,0,0,0,1,169
5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,169
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,169
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,169
529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,169
442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
0,0,659,0,0,0,0,0,0,0,0,0,0,1,0,170
0,0,556,0,0,0,1,1,0,0,0,0,0,0,0,170
0,712,0,1,0,0,0,0,0,0,0,0,0,1,1,170
0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,170
0,0,0,2,0,0,0,0,0,1,0,0,0,13,2,170
75,0,0,12,2,0,0,0,0,0,0,0,0,22,3,170
535,155,53,12,3,0,1,1,1,0,0,0,0,34,1,170
193,312,106,6,1,0,0,1,0,0,0,0,0,3,2,170
75,0,0,2,2,0,0,4,0,0,0,0,0,3,1,170
212,129,25,3,1,0,0,1,1,0,0,0,0,2,0,170
11,73,0,0,3,0,1,0,1,0,0,0,0,0,0,170
0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,170
43,147,0,1,1,0,0,2,0,0,0,0,0,1,0,170
0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,170
0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,170
0,0,0,1,4,0,1,4,4,0,0,0,0,0,0,170
0,0,0,0,1,0,0,3,3,0,0,0,0,0,1,170
76,0,0,0,0,0,0,8,3,0,0,0,0,0,0,170
0,0,0,3,0,0,0,4,4,0,0,0,0,0,1,170
0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,170
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,170
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,170
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
0,0,0,2,3,0,0,0,3,0,0,0,0,0,0,170
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
528,0,0,1,0,0,0,1,0,0,0,0,0,0,0,170
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,171
0,0,666,0,0,0,1,0,0,0,0,0,0,3,0,171
0,0,561,0,0,0,0,0,0,0,0,0,0,0,0,171
0,708,0,2,0,0,0,1,0,0,0,0,0,4,0,171
0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,171
0,0,0,3,0,0,0,0,0,0,0,0,0,11,2,171
83,0,0,7,2,0,0,0,0,0,0,0,0,17,0,171
560,159,54,23,7,0,0,0,0,0,0,0,0,28,2,171
194,318,105,8,0,0,0,0,0,0,0,0,0,13,2,171
74,0,0,4,0,0,1,1,2,0,0,0,0,6,1,171
221,128,33,7,4,0,0,2,0,0,0,0,0,1,2,171
7,70,0,2,3,0,1,1,0,0,0,0,0,1,1,171
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,171
42,142,0,1,2,0,0,1,0,0,0,0,0,2,0,171
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,171
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,171
0,0,0,0,7,0,1,8,2,0,0,0,0,0,1,171
0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,171
75,0,0,0,1,0,0,3,1,0,0,0,0,0,0,171
0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,171
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,171
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171
10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,171
0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,171
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,171
523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171
441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,171
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
0,0,661,0,0,0,0,0,0,0,0,0,0,2,1,172
0,0,555,0,0,0,0,0,1,0,0,0,0,1,1,172
0,706,0,2,0,0,1,0,0,0,0,0,0,0,0,172
0,0,0,4,0,0,0,1,0,0,0,0,0,5,0,172
0,0,0,5,0,0,1,0,0,0,0,0,0,11,1,172
78,0,0,10,0,0,0,1,0,0,0,0,0,12,1,172
549,158,53,16,0,0,0,0,0,0,1,0,0,36,4,172
196,313,111,8,3,0,0,1,0,0,0,0,0,2,0,172
79,0,0,3,1,0,0,1,0,0,0,0,0,9,0,172
212,136,31,4,0,0,0,2,1,0,0,0,0,1,0,172
4,73,0,1,2,0,1,0,1,0,0,0,0,0,0,172
0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,172
45,153,0,0,2,0,0,1,1,0,0,0,0,1,0,172
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,172
0,0,0,0,1,0,0,4,2,0,0,0,0,0,1,172
0,0,0,0,3,0,2,5,6,0,0,0,0,0,0,172
0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,172
73,0,0,0,0,0,0,3,1,0,0,0,0,0,0,172
0,0,0,4,0,0,0,5,2,0,0,0,0,0,0,172
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,172
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,172
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,172
0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,172
27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,172
8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,172
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,172
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,172
528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,173
0,0,662,0,0,0,0,0,1,0,0,0,0,0,0,173
0,0,556,0,0,0,2,0,0,0,0,0,0,2,1,173
0,712,0,1,0,0,1,0,0,0,0,0,1,1,0,173
0,0,0,5,0,0,0,0,0,0,0,0,0,6,3,173
0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,173
83,0,0,11,3,0,0,2,0,0,0,0,0,26,1,173
551,157,56,20,5,0,0,0,0,0,1,0,0,29,2,173
193,317,115,10,1,0,0,0,0,0,0,0,0,4,1,173
75,0,0,8,0,0,0,2,3,0,0,0,0,5,2,173
222,130,35,1,2,0,0,0,1,0,0,0,0,2,0,173
7,72,0,0,4,0,0,0,0,0,0,0,0,0,0,173
0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,173
45,144,0,0,2,0,0,0,0,0,0,0,0,0,1,173
0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,173
0,0,0,0,1,0,0,3,2,0,0,0,0,1,0,173
0,0,0,1,2,0,0,10,4,0,0,0,0,0,0,173
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,173
77,0,0,0,0,0,0,9,0,0,0,0,0,0,1,173
