,alt_bin,Sns,Su_260kg,B,N_0.567kg,N_148kg,N_6kg,N_1250kg,Su_473kg,N_260kg,S_148kg,epoch_start_date,N_473kg,S_750kg,S_1250kg
2021,21,0,0,0,0,3,3,0,0,0,76,2047-01-03 06:00:00,0,0,0
2022,22,0,0,0,0,2,3,0,0,0,0,2047-01-03 06:00:00,0,0,0
2023,23,0,0,0,0,0,4,0,1,0,0,2047-01-03 06:00:00,0,0,0
2024,24,0,0,0,0,0,1,0,0,0,0,2047-01-03 06:00:00,0,0,0
2025,25,0,0,0,0,0,0,0,1,0,0,2047-01-03 06:00:00,0,0,0
2026,26,0,0,0,0,1,0,0,0,0,0,2047-01-03 06:00:00,0,0,0
2027,27,0,0,0,0,0,0,0,0,0,29,2047-01-03 06:00:00,0,0,0
2028,28,0,2,0,0,0,0,0,0,0,8,2047-01-03 06:00:00,0,0,0
2029,29,0,1,0,0,1,0,0,1,0,0,2047-01-03 06:00:00,0,0,0
2030,30,0,0,0,0,0,0,0,0,0,0,2047-01-03 06:00:00,0,0,0
2031,31,0,0,0,0,0,0,0,0,0,349,2047-01-03 06:00:00,0,0,0
2032,32,0,0,0,0,0,0,0,0,0,0,2047-01-03 06:00:00,0,0,0
2033,33,0,0,0,0,0,0,0,0,0,452,2047-01-03 06:00:00,0,0,0
2034,34,0,0,0,0,0,0,0,0,0,0,2047-01-03 06:00:00,0,0,0
2035,35,0,0,0,0,0,0,0,0,0,0,2047-01-03 06:00:00,0,0,0
2036,36,0,0,0,0,0,0,0,0,0,0,2047-01-03 06:00:00,0,0,0
2037,37,0,0,0,0,0,0,0,0,0,95,2047-01-03 06:00:00,0,0,0
2038,38,0,0,0,0,0,0,0,0,0,0,2047-01-03 06:00:00,0,0,0
2039,39,0,0,0,0,0,0,0,0,0,0,2047-01-03 06:00:00,0,0,0
2040,0,0,0,0,0,0,0,0,0,0,0,2047-07-04 21:00:00,0,0,0
2041,1,0,0,0,1,0,0,0,0,0,0,2047-07-04 21:00:00,0,0,0
2042,2,0,0,1,0,0,0,0,0,0,0,2047-07-04 21:00:00,0,0,0
2043,3,0,0,0,0,0,0,0,0,0,0,2047-07-04 21:00:00,0,0,0
2044,4,1,0,0,0,0,0,0,0,0,0,2047-07-04 21:00:00,0,0,663
2045,5,1,2,0,0,1,1,0,0,0,0,2047-07-04 21:00:00,0,0,559
2046,6,2,1,3,1,0,0,0,0,0,0,2047-07-04 21:00:00,0,708,0
2047,7,8,2,0,0,1,0,0,0,0,0,2047-07-04 21:00:00,0,0,0
2048,8,7,4,0,1,0,1,0,0,0,0,2047-07-04 21:00:00,0,0,0
2049,9,16,6,0,0,0,0,0,3,1,77,2047-07-04 21:00:00,0,0,0
2050,10,35,14,2,0,0,0,0,4,0,457,2047-07-04 21:00:00,0,150,55
2051,11,8,6,1,0,0,0,0,0,0,201,2047-07-04 21:00:00,0,307,105
2052,12,5,5,1,0,1,0,0,2,0,83,2047-07-04 21:00:00,0,0,0
2053,13,0,4,0,0,3,2,0,2,0,159,2047-07-04 21:00:00,0,129,31
2054,14,0,0,0,0,0,1,0,3,0,5,2047-07-04 21:00:00,0,72,0
2055,15,0,0,3,0,0,0,0,0,0,0,2047-07-04 21:00:00,0,0,0
2056,16,0,2,1,0,1,0,0,2,0,43,2047-07-04 21:00:00,0,150,0
2057,17,1,0,0,0,1,3,0,0,0,0,2047-07-04 21:00:00,0,0,0
2058,18,0,1,0,0,4,4,0,1,0,0,2047-07-04 21:00:00,0,0,0
2059,19,0,1,0,0,3,4,0,2,0,0,2047-07-04 21:00:00,0,0,0
2060,20,0,0,2,0,1,2,0,2,0,0,2047-07-04 21:00:00,0,0,0
2061,21,0,0,1,0,0,5,0,0,0,75,2047-07-04 21:00:00,0,0,0
2062,22,0,2,0,0,4,6,0,0,0,0,2047-07-04 21:00:00,0,0,0
2063,23,0,0,0,0,1,0,0,0,0,0,2047-07-04 21:00:00,0,0,0
2064,24,0,0,0,0,0,3,0,0,0,0,2047-07-04 21:00:00,0,0,0
2065,25,0,0,0,0,1,0,0,0,0,0,2047-07-04 21:00:00,0,0,0
2066,26,0,0,1,0,0,0,0,0,0,0,2047-07-04 21:00:00,0,0,0
2067,27,0,0,1,0,0,0,0,0,0,25,2047-07-04 21:00:00,0,0,0
2068,28,0,0,0,0,0,0,0,0,0,5,2047-07-04 21:00:00,0,0,0
2069,29,0,0,0,0,0,2,0,2,0,0,2047-07-04 21:00:00,0,0,0
2070,30,0,0,0,0,0,0,0,0,0,0,2047-07-04 21:00:00,0,0,0
2071,31,0,0,0,0,0,0,0,0,0,352,2047-07-04 21:00:00,0,0,0
2072,32,0,0,0,0,0,0,0,0,0,0,2047-07-04 21:00:00,0,0,0
2073,33,0,0,0,0,0,0,0,0,0,441,2047-07-04 21:00:00,0,0,0
2074,34,0,0,0,0,0,0,0,0,0,0,2047-07-04 21:00:00,0,0,0
2075,35,0,0,0,0,0,0,0,0,0,0,2047-07-04 21:00:00,0,0,0
2076,36,0,0,0,0,0,0,0,0,0,0,2047-07-04 21:00:00,0,0,0
2077,37,0,0,0,0,0,0,0,0,0,99,2047-07-04 21:00:00,0,0,0
2078,38,0,0,0,0,0,0,0,0,0,0,2047-07-04 21:00:00,0,0,0
2079,39,0,0,0,0,0,0,0,0,0,0,2047-07-04 21:00:00,0,0,0
2080,0,0,0,0,0,0,0,0,0,0,0,2048-01-03 12:00:00,0,0,0
2081,1,0,0,0,0,0,0,0,0,0,0,2048-01-03 12:00:00,0,0,0
2082,2,0,0,0,0,0,0,0,0,0,0,2048-01-03 12:00:00,0,0,0
2083,3,0,0,0,0,0,0,0,0,0,0,2048-01-03 12:00:00,0,0,0
2084,4,1,0,0,0,0,0,0,0,0,0,2048-01-03 12:00:00,0,0,658
2085,5,1,1,0,0,0,0,0,0,0,0,2048-01-03 12:00:00,0,0,560
2086,6,4,0,0,1,0,0,0,0,0,0,2048-01-03 12:00:00,0,709,0
2087,7,5,4,1,0,1,0,0,0,0,0,2048-01-03 12:00:00,0,0,0
2088,8,6,1,3,0,0,2,0,0,0,0,2048-01-03 12:00:00,0,0,0
2089,9,28,9,0,0,0,0,0,3,0,87,2048-01-03 12:00:00,0,0,0
2090,10,27,14,3,0,1,0,0,5,0,457,2048-01-03 12:00:00,1,162,53
2091,11,9,5,1,1,0,2,0,1,0,203,2048-01-03 12:00:00,0,318,109
2092,12,8,7,3,1,1,1,0,0,0,70,2048-01-03 12:00:00,0,0,0
2093,13,1,2,2,0,0,1,0,2,0,149,2048-01-03 12:00:00,0,127,28
2094,14,1,1,0,0,2,1,0,2,0,5,2048-01-03 12:00:00,0,72,0
2095,15,0,0,2,0,0,1,0,2,0,0,2048-01-03 12:00:00,0,0,0
2096,16,1,0,0,0,0,1,0,1,0,45,2048-01-03 12:00:00,0,148,0
2097,17,0,0,0,0,1,2,0,0,0,0,2048-01-03 12:00:00,0,0,0
2098,18,1,0,0,0,2,3,0,2,1,0,2048-01-03 12:00:00,0,0,0
2099,19,0,1,0,2,6,9,0,3,0,0,2048-01-03 12:00:00,0,0,0
2100,20,0,0,0,0,0,2,0,0,0,0,2048-01-03 12:00:00,0,0,0
2101,21,0,0,0,0,1,4,0,0,0,73,2048-01-03 12:00:00,0,0,0
2102,22,0,1,1,0,0,10,0,0,0,0,2048-01-03 12:00:00,0,0,0
2103,23,0,0,0,0,1,3,0,0,0,0,2048-01-03 12:00:00,0,0,0
2104,24,0,0,0,0,0,2,0,0,0,0,2048-01-03 12:00:00,0,0,0
2105,25,0,0,0,0,0,0,0,0,0,0,2048-01-03 12:00:00,0,0,0
2106,26,0,0,0,0,0,2,0,0,0,0,2048-01-03 12:00:00,0,0,0
2107,27,0,0,1,0,0,1,0,0,0,29,2048-01-03 12:00:00,0,0,0
2108,28,0,0,0,1,0,0,0,0,0,4,2048-01-03 12:00:00,0,0,0
2109,29,0,0,0,0,0,0,0,2,0,0,2048-01-03 12:00:00,0,0,0
2110,30,0,0,0,0,0,0,0,0,0,0,2048-01-03 12:00:00,0,0,0
2111,31,0,0,0,0,0,1,0,0,0,361,2048-01-03 12:00:00,0,0,0
2112,32,0,0,0,0,0,0,0,0,0,0,2048-01-03 12:00:00,0,0,0
2113,33,0,0,0,0,0,0,0,0,0,445,2048-01-03 12:00:00,0,0,0
2114,34,0,0,0,0,0,0,0,0,0,0,2048-01-03 12:00:00,0,0,0
2115,35,0,0,0,0,0,0,0,0,0,0,2048-01-03 12:00:00,0,0,0
2116,36,0,0,0,0,0,0,0,0,0,0,2048-01-03 12:00:00,0,0,0
2117,37,0,0,0,0,0,0,0,0,0,97,2048-01-03 12:00:00,0,0,0
2118,38,0,0,0,0,0,0,0,0,0,0,2048-01-03 12:00:00,0,0,0
2119,39,0,0,0,0,0,0,0,0,0,0,2048-01-03 12:00:00,0,0,0
2120,0,0,0,0,0,0,0,0,0,0,0,2048-07-04 03:00:00,0,0,0
2121,1,1,0,0,0,0,0,0,0,0,0,2048-07-04 03:00:00,0,0,0
2122,2,1,0,0,0,0,0,0,0,0,0,2048-07-04 03:00:00,0,0,0
2123,3,1,0,0,0,0,0,0,0,0,0,2048-07-04 03:00:00,0,0,0
2124,4,2,0,0,1,0,0,0,0,0,0,2048-07-04 03:00:00,0,0,666
2125,5,1,0,1,0,0,0,0,0,0,0,2048-07-04 03:00:00,0,0,559
2126,6,1,0,1,1,0,1,0,2,0,0,2048-07-04 03:00:00,0,711,0
2127,7,8,2,1,0,0,0,0,0,0,0,2048-07-04 03:00:00,0,0,0
2128,8,10,3,0,1,0,0,0,0,0,0,2048-07-04 03:00:00,0,0,0
2129,9,16,10,1,0,0,2,0,1,2,79,2048-07-04 03:00:00,0,0,0
2130,10,30,15,1,0,0,1,0,0,0,456,2048-07-04 03:00:00,0,158,59
2131,11,7,8,3,0,0,0,0,1,0,199,2048-07-04 03:00:00,0,318,116
2132,12,9,6,1,0,0,0,0,0,0,82,2048-07-04 03:00:00,0,0,0
2133,13,0,1,0,0,0,1,0,6,0,162,2048-07-04 03:00:00,0,136,30
2134,14,0,1,0,0,0,0,0,3,0,5,2048-07-04 03:00:00,0,73,0
2135,15,0,0,1,0,0,1,0,0,0,0,2048-07-04 03:00:00,0,0,0
2136,16,1,1,0,0,0,4,0,0,0,44,2048-07-04 03:00:00,0,147,0
2137,17,0,0,0,0,0,5,0,1,0,0,2048-07-04 03:00:00,0,0,0
2138,18,0,0,0,0,4,3,0,0,0,0,2048-07-04 03:00:00,0,0,0
2139,19,0,1,1,0,5,5,0,5,0,0,2048-07-04 03:00:00,0,0,0
2140,20,0,0,0,0,3,4,0,0,0,0,2048-07-04 03:00:00,0,0,0
2141,21,0,0,0,0,0,5,0,0,0,75,2048-07-04 03:00:00,0,0,0
2142,22,0,1,0,1,2,10,0,0,0,0,2048-07-04 03:00:00,0,0,0
2143,23,0,0,0,0,0,2,0,1,0,0,2048-07-04 03:00:00,0,0,0
2144,24,0,0,0,0,1,0,0,0,0,0,2048-07-04 03:00:00,0,0,0
2145,25,0,0,0,0,0,0,0,0,0,0,2048-07-04 03:00:00,0,0,0
2146,26,0,0,0,0,0,0,0,0,0,0,2048-07-04 03:00:00,0,0,0
2147,27,0,0,0,0,1,0,0,0,0,27,2048-07-04 03:00:00,0,0,0
2148,28,0,0,0,0,0,0,0,0,0,11,2048-07-04 03:00:00,0,0,0
2149,29,1,0,0,0,1,0,0,3,0,0,2048-07-04 03:00:00,0,0,0
2150,30,0,0,0,0,0,0,0,1,0,0,2048-07-04 03:00:00,0,0,0
2151,31,0,0,0,0,0,0,0,0,0,368,2048-07-04 03:00:00,0,0,0
2152,32,0,0,0,0,0,0,0,0,0,0,2048-07-04 03:00:00,0,0,0
2153,33,0,0,0,0,0,0,0,0,0,446,2048-07-04 03:00:00,0,0,0
2154,34,0,0,0,0,0,0,0,0,0,0,2048-07-04 03:00:00,0,0,0
2155,35,0,0,0,0,0,0,0,0,0,0,2048-07-04 03:00:00,0,0,0
2156,36,0,0,0,0,0,0,0,0,0,0,2048-07-04 03:00:00,0,0,0
2157,37,0,0,0,0,0,0,0,0,0,102,2048-07-04 03:00:00,0,0,0
2158,38,0,0,0,0,0,0,0,0,0,0,2048-07-04 03:00:00,0,0,0
2159,39,0,0,0,0,0,0,0,0,0,0,2048-07-04 03:00:00,0,0,0
2160,0,1,0,0,0,0,0,0,0,0,0,2049-01-02 18:00:00,0,0,0
2161,1,0,0,0,0,0,0,0,0,0,0,2049-01-02 18:00:00,0,0,0
2162,2,0,0,0,0,0,0,0,0,0,0,2049-01-02 18:00:00,0,0,0
2163,3,2,0,0,0,0,0,0,0,0,0,2049-01-02 18:00:00,0,0,0
2164,4,1,0,1,0,0,0,0,0,0,0,2049-01-02 18:00:00,0,0,667
2165,5,1,0,0,0,1,0,0,0,0,0,2049-01-02 18:00:00,0,0,561
2166,6,2,4,0,0,1,0,0,0,0,0,2049-01-02 18:00:00,0,708,0
2167,7,3,5,1,0,0,1,0,0,0,0,2049-01-02 18:00:00,0,0,0
2168,8,11,4,3,0,0,0,0,0,0,0,2049-01-02 18:00:00,0,0,0
2169,9,18,9,4,0,0,2,0,1,0,81,2049-01-02 18:00:00,0,0,0
2170,10,30,12,1,1,2,0,0,5,0,464,2049-01-02 18:00:00,1,158,54
2171,11,5,10,1,0,0,1,0,0,0,197,2049-01-02 18:00:00,0,312,110
2172,12,6,2,0,0,2,2,0,0,0,69,2049-01-02 18:00:00,0,0,0
2173,13,0,2,0,0,1,0,0,1,0,155,2049-01-02 18:00:00,0,131,24
2174,14,0,2,0,0,0,2,0,1,0,2,2049-01-02 18:00:00,0,74,0
2175,15,0,0,0,0,0,1,0,0,0,0,2049-01-02 18:00:00,0,0,0
2176,16,0,0,1,0,0,1,0,2,0,43,2049-01-02 18:00:00,0,142,0
2177,17,0,0,1,1,1,1,0,0,0,0,2049-01-02 18:00:00,0,0,0
2178,18,0,0,0,0,2,4,0,0,0,0,2049-01-02 18:00:00,0,0,0
2179,19,0,0,0,1,4,6,0,1,0,0,2049-01-02 18:00:00,0,0,0
2180,20,0,0,0,0,5,4,0,0,0,0,2049-01-02 18:00:00,0,0,0
2181,21,0,0,1,0,0,2,0,1,0,75,2049-01-02 18:00:00,0,0,0
2182,22,0,2,0,0,0,8,0,0,0,0,2049-01-02 18:00:00,0,0,0
2183,23,0,0,0,0,0,2,0,0,0,0,2049-01-02 18:00:00,0,0,0
2184,24,0,0,0,0,1,0,0,0,0,0,2049-01-02 18:00:00,0,0,0
2185,25,0,0,0,0,1,0,0,1,0,0,2049-01-02 18:00:00,0,0,0
2186,26,0,0,1,0,0,1,0,0,0,0,2049-01-02 18:00:00,0,0,0
2187,27,0,0,0,0,0,0,0,0,0,25,2049-01-02 18:00:00,0,0,0
2188,28,0,0,0,1,0,0,0,1,0,15,2049-01-02 18:00:00,0,0,0
2189,29,0,0,0,0,1,1,0,2,0,0,2049-01-02 18:00:00,0,0,0
2190,30,0,0,0,0,1,1,0,0,0,0,2049-01-02 18:00:00,0,0,0
2191,31,0,0,0,0,0,0,0,0,0,376,2049-01-02 18:00:00,0,0,0
2192,32,0,0,0,0,0,0,0,0,0,0,2049-01-02 18:00:00,0,0,0
2193,33,0,0,0,0,0,0,0,0,0,437,2049-01-02 18:00:00,0,0,0
2194,34,0,0,0,0,0,0,0,0,0,0,2049-01-02 18:00:00,0,0,0
2195,35,0,0,0,0,0,0,0,0,0,0,2049-01-02 18:00:00,0,0,0
2196,36,0,0,0,0,0,0,0,0,0,0,2049-01-02 18:00:00,0,0,0
2197,37,0,0,0,0,0,0,0,0,0,95,2049-01-02 18:00:00,0,0,0
2198,38,0,0,1,0,0,0,0,0,0,0,2049-01-02 18:00:00,0,0,0
2199,39,0,0,0,0,0,0,0,0,0,0,2049-01-02 18:00:00,0,0,0
2200,0,0,0,0,0,0,0,0,0,0,0,2049-07-04 09:00:00,0,0,0
2201,1,0,0,0,0,0,0,0,0,0,0,2049-07-04 09:00:00,0,0,0
2202,2,0,0,0,0,0,0,0,0,0,0,2049-07-04 09:00:00,0,0,0
2203,3,0,0,0,0,0,0,0,0,0,0,2049-07-04 09:00:00,0,0,0
2204,4,1,0,0,0,1,0,0,0,0,0,2049-07-04 09:00:00,0,0,666
2205,5,2,0,2,1,0,0,0,0,0,0,2049-07-04 09:00:00,0,0,556
2206,6,0,0,0,1,0,0,0,2,0,0,2049-07-04 09:00:00,0,705,0
2207,7,5,0,0,0,1,0,0,0,0,0,2049-07-04 09:00:00,0,0,0
2208,8,12,3,0,0,0,2,0,0,1,0,2049-07-04 09:00:00,0,0,0
2209,9,18,11,2,0,0,0,0,3,0,78,2049-07-04 09:00:00,0,0,0
2210,10,33,16,2,0,0,0,0,4,0,456,2049-07-04 09:00:00,0,155,64
2211,11,8,14,0,0,1,1,0,2,0,206,2049-07-04 09:00:00,0,319,112
2212,12,7,4,2,0,0,2,0,0,0,76,2049-07-04 09:00:00,0,0,0
2213,13,2,5,0,0,1,1,0,4,0,157,2049-07-04 09:00:00,0,135,25
2214,14,0,0,0,0,0,0,0,2,0,2,2049-07-04 09:00:00,0,71,0
2215,15,0,0,0,0,0,2,0,1,0,0,2049-07-04 09:00:00,0,0,0
2216,16,0,2,0,0,0,0,0,1,0,49,2049-07-04 09:00:00,0,151,0
2217,17,0,0,0,1,5,1,0,0,0,0,2049-07-04 09:00:00,0,0,0
2218,18,0,0,0,0,4,1,0,0,0,0,2049-07-04 09:00:00,0,0,0
2219,19,0,0,0,1,3,8,0,3,0,0,2049-07-04 09:00:00,0,0,0
2220,20,0,0,0,1,3,3,0,2,0,0,2049-07-04 09:00:00,0,0,0
2221,21,0,0,0,0,0,4,0,0,0,74,2049-07-04 09:00:00,0,0,0
2222,22,0,1,0,0,2,4,0,0,0,0,2049-07-04 09:00:00,0,0,0
2223,23,0,0,0,0,1,3,0,1,0,0,2049-07-04 09:00:00,0,0,0
2224,24,0,0,0,0,0,2,0,0,0,0,2049-07-04 09:00:00,0,0,0
2225,25,0,0,0,0,1,0,0,0,0,0,2049-07-04 09:00:00,0,0,0
2226,26,0,0,0,0,0,0,0,0,0,0,2049-07-04 09:00:00,0,0,0
2227,27,0,0,0,0,0,0,0,0,0,31,2049-07-04 09:00:00,0,0,0
2228,28,0,0,0,0,0,0,0,0,0,7,2049-07-04 09:00:00,0,0,0
2229,29,0,0,0,0,1,0,0,0,0,0,2049-07-04 09:00:00,0,0,0
2230,30,0,0,0,0,0,0,0,0,0,0,2049-07-04 09:00:00,0,0,0
2231,31,0,0,0,0,0,0,0,0,0,376,2049-07-04 09:00:00,0,0,0
2232,32,0,0,0,0,1,0,0,0,0,0,2049-07-04 09:00:00,0,0,0
2233,33,0,0,0,0,0,0,0,0,0,445,2049-07-04 09:00:00,0,0,0
2234,34,0,0,0,0,0,0,0,0,0,0,2049-07-04 09:00:00,0,0,0
2235,35,0,0,0,0,0,0,0,0,0,0,2049-07-04 09:00:00,0,0,0
2236,36,0,0,0,0,0,0,0,0,0,0,2049-07-04 09:00:00,0,0,0
2237,37,0,0,0,0,0,0,0,0,0,93,2049-07-04 09:00:00,0,0,0
2238,38,0,0,0,0,0,0,0,0,0,0,2049-07-04 09:00:00,0,0,0
2239,39,0,0,0,0,0,0,0,0,0,0,2049-07-04 09:00:00,0,0,0
2240,0,0,0,0,0,0,0,0,0,0,0,2050-01-03 00:00:00,0,0,0
2241,1,1,0,0,0,0,0,0,0,0,0,2050-01-03 00:00:00,0,0,0
2242,2,0,0,0,0,0,0,0,0,0,0,2050-01-03 00:00:00,0,0,0
2243,3,1,0,0,0,0,0,0,0,0,0,2050-01-03 00:00:00,0,0,0
2244,4,3,0,0,0,0,0,0,0,0,0,2050-01-03 00:00:00,0,0,661
2245,5,1,0,0,0,2,0,0,0,0,0,2050-01-03 00:00:00,0,0,555
2246,6,1,2,1,0,0,0,0,0,0,0,2050-01-03 00:00:00,0,709,0
2247,7,8,2,2,0,0,0,0,0,1,0,2050-01-03 00:00:00,0,0,0
2248,8,12,2,2,0,0,0,0,3,0,0,2050-01-03 00:00:00,0,0,0
2249,9,14,7,3,0,0,0,0,2,1,80,2050-01-03 00:00:00,0,0,0
2250,10,39,15,2,1,1,0,0,1,0,466,2050-01-03 00:00:00,0,152,55
2251,11,5,4,2,0,0,0,0,3,0,194,2050-01-03 00:00:00,0,316,112
2252,12,4,7,1,0,3,1,0,2,0,73,2050-01-03 00:00:00,0,0,0
2253,13,2,3,1,0,0,2,0,4,0,159,2050-01-03 00:00:00,0,130,33
2254,14,0,1,0,1,1,1,0,3,0,9,2050-01-03 00:00:00,0,72,0
2255,15,0,0,0,0,1,0,0,0,0,0,2050-01-03 00:00:00,0,0,0
2256,16,2,2,1,0,2,0,0,2,0,41,2050-01-03 00:00:00,0,139,0
2257,17,0,0,0,0,1,2,0,0,0,0,2050-01-03 00:00:00,0,0,0
2258,18,0,0,0,0,2,8,0,1,0,0,2050-01-03 00:00:00,0,0,0
2259,19,0,1,0,2,4,6,0,4,0,0,2050-01-03 00:00:00,0,0,0
2260,20,0,0,1,1,0,2,0,0,0,0,2050-01-03 00:00:00,0,0,0
2261,21,0,0,0,1,2,2,0,1,0,75,2050-01-03 00:00:00,0,0,0
2262,22,0,4,0,0,3,3,0,0,0,0,2050-01-03 00:00:00,0,0,0
2263,23,0,0,0,0,0,3,0,0,0,0,2050-01-03 00:00:00,0,0,0
2264,24,0,0,0,0,0,1,0,0,0,0,2050-01-03 00:00:00,0,0,0
2265,25,0,0,0,0,0,1,0,0,0,0,2050-01-03 00:00:00,0,0,0
2266,26,0,0,0,0,0,0,0,0,0,0,2050-01-03 00:00:00,0,0,0
2267,27,0,0,0,0,0,0,0,0,0,25,2050-01-03 00:00:00,0,0,0
2268,28,0,0,0,0,0,0,0,0,0,12,2050-01-03 00:00:00,0,0,0
2269,29,0,0,0,0,0,1,0,1,0,0,2050-01-03 00:00:00,0,0,0
2270,30,0,0,0,0,0,1,0,0,0,0,2050-01-03 00:00:00,0,0,0
2271,31,0,0,0,0,0,1,0,0,0,387,2050-01-03 00:00:00,0,0,0
2272,32,0,0,0,0,0,0,0,0,0,0,2050-01-03 00:00:00,0,0,0
2273,33,0,0,0,0,0,1,0,0,0,447,2050-01-03 00:00:00,0,0,0
2274,34,0,0,0,0,0,0,0,0,0,0,2050-01-03 00:00:00,0,0,0
2275,35,0,0,0,0,0,0,0,0,0,0,2050-01-03 00:00:00,0,0,0
2276,36,0,0,0,0,0,0,0,0,0,0,2050-01-03 00:00:00,0,0,0
2277,37,0,0,0,0,0,0,0,0,0,97,2050-01-03 00:00:00,0,0,0
2278,38,0,0,0,0,0,0,0,0,0,0,2050-01-03 00:00:00,0,0,0
2279,39,0,0,0,0,0,0,0,0,0,0,2050-01-03 00:00:00,0,0,0
2280,0,0,0,0,0,0,0,0,0,0,0,2050-07-04 15:00:00,0,0,0
2281,1,0,0,0,0,0,0,0,0,0,0,2050-07-04 15:00:00,0,0,0
2282,2,2,0,0,0,0,0,0,0,0,0,2050-07-04 15:00:00,0,0,0
2283,3,0,0,0,0,0,0,0,0,0,0,2050-07-04 15:00:00,0,0,0
2284,4,0,0,0,1,0,0,0,0,0,0,2050-07-04 15:00:00,0,0,661
2285,5,4,0,0,0,1,0,0,0,0,0,2050-07-04 15:00:00,0,0,557
2286,6,4,2,0,0,0,0,0,0,0,0,2050-07-04 15:00:00,0,709,0
2287,7,5,3,1,0,1,0,0,1,0,0,2050-07-04 15:00:00,0,0,0
2288,8,6,7,3,0,0,0,0,1,1,0,2050-07-04 15:00:00,0,0,0
2289,9,26,16,2,0,2,0,0,4,1,77,2050-07-04 15:00:00,0,0,0
2290,10,31,18,0,0,0,0,0,1,0,470,2050-07-04 15:00:00,0,154,57
2291,11,10,6,0,0,0,1,0,1,0,193,2050-07-04 15:00:00,0,312,101
2292,12,5,2,0,0,2,1,0,2,0,78,2050-07-04 15:00:00,0,0,0
2293,13,0,1,0,0,0,0,0,1,0,168,2050-07-04 15:00:00,0,138,31
2294,14,0,3,0,0,0,0,0,2,0,5,2050-07-04 15:00:00,0,73,0
2295,15,0,0,0,0,0,1,0,0,0,0,2050-07-04 15:00:00,0,0,0
2296,16,2,1,0,0,1,0,0,1,0,45,2050-07-04 15:00:00,0,147,0
2297,17,0,1,2,0,4,1,0,1,0,0,2050-07-04 15:00:00,0,0,0
2298,18,0,1,1,0,3,6,0,1,0,0,2050-07-04 15:00:00,0,0,0
2299,19,0,1,1,0,7,9,0,4,0,0,2050-07-04 15:00:00,0,0,0
2300,20,0,0,0,0,2,3,0,1,0,0,2050-07-04 15:00:00,0,0,0
2301,21,0,0,0,0,1,4,0,0,0,74,2050-07-04 15:00:00,0,0,0
2302,22,0,1,0,0,2,9,0,0,0,0,2050-07-04 15:00:00,0,0,0
2303,23,0,1,0,0,0,1,0,0,0,0,2050-07-04 15:00:00,0,0,0
2304,24,0,0,0,0,0,2,0,0,0,0,2050-07-04 15:00:00,0,0,0
2305,25,0,0,0,0,1,0,0,0,0,0,2050-07-04 15:00:00,0,0,0
2306,26,0,0,0,0,0,0,0,0,0,0,2050-07-04 15:00:00,0,0,0
2307,27,0,0,0,0,0,0,0,0,0,18,2050-07-04 15:00:00,0,0,0
2308,28,0,0,0,0,0,0,0,0,0,11,2050-07-04 15:00:00,0,0,0
2309,29,0,0,0,0,0,0,0,2,0,0,2050-07-04 15:00:00,0,0,0
2310,30,0,0,0,0,0,0,0,0,0,0,2050-07-04 15:00:00,0,0,0
2311,31,0,0,0,0,0,0,0,0,0,383,2050-07-04 15:00:00,0,0,0
2312,32,0,0,0,0,0,0,0,0,0,0,2050-07-04 15:00:00,0,0,0
2313,33,0,2,0,0,0,1,0,0,0,441,2050-07-04 15:00:00,0,0,0
2314,34,0,0,0,0,0,0,0,0,0,0,2050-07-04 15:00:00,0,0,0
2315,35,0,0,0,0,0,0,0,0,0,0,2050-07-04 15:00:00,0,0,0
2316,36,0,0,0,0,0,0,0,0,0,0,2050-07-04 15:00:00,0,0,0
2317,37,0,0,0,0,0,1,0,0,0,107,2050-07-04 15:00:00,0,0,0
2318,38,0,0,1,0,0,0,0,0,0,0,2050-07-04 15:00:00,0,0,0
2319,39,0,0,0,0,0,0,0,0,0,0,2050-07-04 15:00:00,0,0,0
2320,0,0,0,0,0,0,0,0,0,0,0,2051-01-03 06:00:00,0,0,0
2321,1,0,0,0,0,0,0,0,0,0,0,2051-01-03 06:00:00,0,0,0
2322,2,1,0,0,0,0,0,0,0,0,0,2051-01-03 06:00:00,0,0,0
2323,3,0,0,0,0,0,0,1,1,0,0,2051-01-03 06:00:00,0,0,0
2324,4,1,0,0,0,1,0,0,0,0,0,2051-01-03 06:00:00,0,0,667
2325,5,1,0,0,1,0,0,0,0,0,0,2051-01-03 06:00:00,0,0,559
2326,6,0,1,0,0,0,1,0,0,0,0,2051-01-03 06:00:00,0,711,0
2327,7,3,5,1,0,0,0,0,0,0,0,2051-01-03 06:00:00,0,0,0
2328,8,5,2,1,0,1,0,0,0,0,0,2051-01-03 06:00:00,0,0,0
2329,9,23,4,2,0,0,0,0,6,0,79,2051-01-03 06:00:00,0,0,0
2330,10,29,15,3,0,0,0,0,2,0,469,2051-01-03 06:00:00,0,156,55
2331,11,3,4,1,0,0,1,0,1,0,202,2051-01-03 06:00:00,0,316,105
2332,12,9,4,1,0,0,1,0,2,0,69,2051-01-03 06:00:00,0,0,0
2333,13,1,6,0,0,1,2,0,6,0,173,2051-01-03 06:00:00,0,127,31
2334,14,0,0,1,1,1,0,0,0,0,7,2051-01-03 06:00:00,0,71,0
2335,15,0,0,0,0,0,1,0,0,0,0,2051-01-03 06:00:00,0,0,0
2336,16,0,2,0,0,0,0,0,2,0,45,2051-01-03 06:00:00,0,147,0
