Species,Population,Year,Altitude
S,0.0,2075,905.0
S,0.0,2075,905.0
S,0.0,2075,905.0
S,505.7291300873928,2075,935.0
S,0.0,2075,935.0
S,0.0,2075,935.0
S,515.0760560457912,2075,965.0
S,0.0,2075,965.0
S,0.0,2075,965.0
S,0.0,2075,995.0
S,0.0,2075,995.0
S,0.0,2075,995.0
S,0.0,2075,1025.0
S,0.0,2075,1025.0
S,0.0,2075,1025.0
S,63.49857300900546,2075,1055.0
S,0.0,2075,1055.0
S,0.0,2075,1055.0
S,0.001811386369571,2075,1085.0
S,0.0,2075,1085.0
S,0.0,2075,1085.0
S,0.0,2075,1115.0
S,0.0017997202224017,2075,1115.0
S,0.0,2075,1115.0
S,92.62513973125569,2075,1145.0
S,0.0,2075,1145.0
S,0.0,2075,1145.0
S,70.02192322883481,2075,1175.0
S,0.0,2075,1175.0
S,0.0,2075,1175.0
S,47.72182690109321,2075,1205.0
S,0.0,2075,1205.0
S,0.0,2075,1205.0
S,0.0905919035025126,2075,1235.0
S,0.0,2075,1235.0
S,0.0,2075,1235.0
S,0.0,2075,1265.0
S,0.0,2075,1265.0
S,0.0,2075,1265.0
S,10.583409851412243,2075,1295.0
S,0.0,2075,1295.0
S,0.0,2075,1295.0
S,0.0,2075,1325.0
S,0.0,2075,1325.0
S,0.0,2075,1325.0
S,0.0,2075,1355.0
S,0.0,2075,1355.0
S,0.0,2075,1355.0
S,0.0,2075,1385.0
S,0.0,2075,1385.0
S,0.0,2075,1385.0
S,0.0,2100,215.0
S,7.715524529783623e-05,2100,215.0
S,0.0,2100,215.0
S,0.0,2100,245.0
S,0.000385775520231,2100,245.0
S,0.0,2100,245.0
S,0.0002314659785513,2100,275.0
S,0.0019288704592363,2100,275.0
S,0.0,2100,275.0
S,0.000694397649141,2100,305.0
S,0.0032404816176018,2100,305.0
S,0.0,2100,305.0
S,0.0026232782185717,2100,335.0
S,0.0049378244726021,2100,335.0
S,235.62053327634607,2100,335.0
S,0.00208318917473,2100,365.0
S,0.0029317819026282,2100,365.0
S,43.739758582817856,2100,365.0
S,0.0004629300167349,2100,395.0
S,0.0005400485905818,2100,395.0
S,0.0,2100,395.0
S,0.0009258570001692,2100,425.0
S,0.0035487102588333,2100,425.0
S,0.0,2100,425.0
S,5.35631117154138,2100,455.0
S,0.0445867623074953,2100,455.0
S,0.0,2100,455.0
S,530.2848907687273,2100,485.0
S,0.0327802469812544,2100,485.0
S,0.0,2100,485.0
S,1035.3908249802955,2100,515.0
S,1571.7114552949276,2100,515.0
S,0.0,2100,515.0
S,516.0360791090964,2100,545.0
S,1679.3461100627048,2100,545.0
S,0.0,2100,545.0
S,116.2122749504059,2100,575.0
S,602.3479530200098,2100,575.0
S,0.0,2100,575.0
S,383.7522446742869,2100,605.0
S,1391.0703927999173,2100,605.0
S,0.0,2100,605.0
S,5.99312284382979,2100,635.0
S,1144.7055498210898,2100,635.0
S,0.0,2100,635.0
S,6.02706448829643,2100,665.0
S,0.0002304898873606,2100,665.0
S,0.0,2100,665.0
S,0.0010797485721684,2100,695.0
S,0.0,2100,695.0
S,0.0,2100,695.0
S,0.0,2100,725.0
S,0.0,2100,725.0
S,4.224731230527562,2100,725.0
S,0.0001542003183538,2100,755.0
S,0.0004578143517569,2100,755.0
S,0.0,2100,755.0
S,201.25057739310304,2100,785.0
S,0.0050980373835017,2100,785.0
S,0.0,2100,785.0
S,202.0743967343281,2100,815.0
S,0.0,2100,815.0
S,0.0,2100,815.0
S,0.0,2100,845.0
S,0.0,2100,845.0
S,0.0,2100,845.0
S,0.0,2100,875.0
S,0.0,2100,875.0
S,0.0,2100,875.0
S,0.0,2100,905.0
S,0.0,2100,905.0
S,0.0,2100,905.0
S,528.3485296751347,2100,935.0
S,0.0,2100,935.0
S,0.0,2100,935.0
S,521.3136868966726,2100,965.0
S,0.0,2100,965.0
S,0.0,2100,965.0
S,0.0,2100,995.0
S,0.0,2100,995.0
S,0.0,2100,995.0
S,0.0,2100,1025.0
S,0.0,2100,1025.0
S,0.0,2100,1025.0
S,54.08775996336309,2100,1055.0
S,0.0,2100,1055.0
S,0.0,2100,1055.0
S,7.710042842198965e-05,2100,1085.0
S,0.0,2100,1085.0
S,0.0,2100,1085.0
S,0.0,2100,1115.0
S,7.643942330237867e-05,2100,1115.0
S,0.0,2100,1115.0
